-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0.000147541 0.000143805
-2.5625 0.000418033 0.000407448
-2.5375 0.000360656 0.000351524
-2.5125 5.7377e-05 5.59242e-05
-2.4875 1.63934e-05 1.59784e-05
-2.4625 0 0
-2.4375 0 0
-2.4125 0 0
-2.3875 0.000286885 0.000279621
-2.3625 0.000327869 0.000201779
-2.3375 0.000606557 0.000367319
-2.3125 0.00164754 0.000881784
-2.2875 0.0012623 0.000516341
-2.2625 0.00177869 0.000633355
-2.2375 0.00259836 0.00111634
-2.2125 0.0022541 0.000752839
-2.1875 0.00340984 0.00100787
-2.1625 0.00379508 0.00115136
-2.1375 0.00334426 0.000893811
-2.1125 0.00254918 0.000934964
-2.0875 0.00415574 0.0010862
-2.0625 0.0057623 0.00111399
-2.0375 0.00558197 0.00129951
-2.0125 0.00927869 0.00327609
-1.9875 0.0070082 0.0026491
-1.9625 0.00804098 0.0017785
-1.9375 0.00930328 0.00181679
-1.9125 0.0135328 0.00296047
